O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
1,AHMED JAVED KHAN,All India Trinamool Congress,120957,415,121372,54.39,149,1,AITC
2,DR. INDRANIL KHAN,Bharatiya Janata Party,57559,191,57750,25.88,149,2,BJP
3,SHATARUP GHOSH,Communist Party of India (Marxist),38971,209,39180,17.56,149,3,CPI(M)
4,SHAMPA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),671,2,673,0.3,149,5,SUCOI(C)
5,ARUNANSU KUMAR SARKAR,Independent,194,0,194,0.09,149,10,I
6,GOUTAM DAS,Independent,264,2,266,0.12,149,9,I
7,INDRANIL MITRA,Independent,307,3,310,0.14,149,8,I
8,TUSHAN MUKHERJEE,Independent,429,1,430,0.19,149,7,I
9,UMESH KR. SINGH,Independent,502,1,503,0.23,149,6,I
10,NOTA,None of the Above,2465,11,2476,1.11,149,4,NOTA
1,DEBABRATA MAJUMDAR (MALAY),All India Trinamool Congress,97152,948,98100,45.54,150,1,AITC
2,RINKU NASKAR,Bharatiya Janata Party,52795,344,53139,24.67,150,3,BJP
3,Dr. SUJAN CHAKRABORTY,Communist Party of India (Marxist),58666,565,59231,27.5,150,2,CPI(M)
4,SUJOY NASKAR,Bahujan Samaj Party,639,10,649,0.3,150,5,BSP
5,MONALISA GUPTA (DEBROY),Party for Democratic Socialism,380,5,385,0.18,150,7,PFDS
6,ATANU CHATTERJEE,Independent,100,0,100,0.05,150,11,I
7,ASHUTOSH DEY,Independent,86,5,91,0.04,150,12,I
8,TANUJIT DAS,Independent,106,4,110,0.05,150,10,I
9,NRIPENDRA KRISHNA ROY,Independent,225,4,229,0.11,150,9,I
10,MISTOO DAS,Independent,255,0,255,0.12,150,8,I
11,MEGHA CHATTERJEE,Independent,398,2,400,0.19,150,6,I
12,NOTA,None of the Above,2713,17,2730,1.27,150,4,NOTA
1,AJIT BAUL,Bahujan Samaj Party,1351,5,1356,0.56,151,6,BSP
2,FIRDOUSI BEGUM,All India Trinamool Congress,119272,685,119957,49.88,151,1,AITC
3,MONALISA SINHA,Communist Party of India (Marxist),29152,248,29400,12.22,151,3,CPI(M)
4,RANJAN BAIDYA,Bharatiya Janata Party,83523,344,83867,34.87,151,2,BJP
5,DULAL DAS,Independent,704,4,708,0.29,151,8,I
6,NEPAL CHANDRA NASKAR,Independent,990,3,993,0.41,151,7,I
7,BINANDA SING,Independent,576,3,579,0.24,151,9,I
8,SAMIR BHATTACHARYA,Independent,1520,1,1521,0.63,151,5,I
9,NOTA,None of the Above,2105,9,2114,0.88,151,4,NOTA
1,AROOP BISWAS,All India Trinamool Congress,100491,949,101440,51.4,152,1,AITC
2,DEBDUT GHOSH,Communist Party of India (Marxist),40260,337,40597,20.57,152,3,CPI(M)
3,BABUL SUPRIYO,Bharatiya Janata Party,51064,296,51360,26.02,152,2,BJP
4,DEBABRATA BERA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),451,3,454,0.23,152,5,SUCOI(C)
5,ANINDITA BASU,Independent,128,5,133,0.07,152,9,I
6,AVIJIT SARKAR,Independent,101,1,102,0.05,152,12,I
7,DEBASHIS DAS,Independent,94,0,94,0.05,152,13,I
8,RABI MALIK,Independent,102,1,103,0.05,152,11,I
9,RAJ KUMAR MISHRA,Independent,123,3,126,0.06,152,10,I
10,SUBHODEEP DAS,Independent,145,3,148,0.07,152,8,I
11,SAMAR KUMAR BISWAS,Independent,195,0,195,0.1,152,7,I
12,SUDIPTA SOM,Independent,302,1,303,0.15,152,6,I
13,NOTA,None of the Above,2297,13,2310,1.17,152,4,NOTA
1,Payel Sarkar,Bharatiya Janata Party,73137,403,73540,33.15,153,2,BJP
2,Ratna Chatterjee,All India Trinamool Congress,110294,674,110968,50.01,153,1,AITC
3,Rina Roy,Bahujan Samaj Party,1158,17,1175,0.53,153,5,BSP
4,Samita Har Chowdhury,Communist Party of India (Marxist),29945,227,30172,13.6,153,3,CPI(M)
5,Ashis Kumar Danda,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),658,5,663,0.3,153,7,SUCOI(C)
6,Dr. Arun Kumar Giri,Independent,269,2,271,0.12,153,9,I
7,Bholanath Patra,Independent,262,3,265,0.12,153,11,I
8,Dhiman Debnath,Independent,142,1,143,0.06,153,12,I
9,Nikhilesh Ghosh,Independent,270,0,270,0.12,153,10,I
10,Subrata Roy,Independent,398,5,403,0.18,153,8,I
11,Tulsi Rani Pramanik,Independent,1163,4,1167,0.53,153,6,I
12,NOTA,None of the Above,2729,106,2835,1.28,153,4,NOTA
1,AMAL DHALI,Bahujan Samaj Party,855,7,862,0.37,154,6,BSP
2,NIHAR BHAKTA,Communist Party of India (Marxist),47156,353,47509,20.49,154,3,CPI(M)
3,PARTHA CHATTERJEE,All India Trinamool Congress,113787,991,114778,49.51,154,1,AITC
4,SRABANTI CHATTERJEE,Bharatiya Janata Party,63500,394,63894,27.56,154,2,BJP
5,ARUNA RAY,Independent,527,5,532,0.23,154,8,I
6,MRIDUL OJHA,Independent,550,0,550,0.24,154,7,I
7,SANAT KUMAR BHAKAT,Independent,872,1,873,0.38,154,5,I
8,VIJAY KUMAR SINGH,Independent,384,1,385,0.17,154,9,I
9,NOTA,None of the Above,2415,18,2433,1.05,154,4,NOTA
1,UMESH DAS,Bharatiya Janata Party,65827,232,66059,30.03,155,2,BJP
2,DULAL CHANDRA DAS,All India Trinamool Congress,123575,433,124008,56.38,155,1,AITC
3,PRAVAT CHOWDHURY,Communist Party of India (Marxist),25127,149,25276,11.49,155,3,CPI(M)
4,RINA DEBI,Bahujan Samaj Party,833,5,838,0.38,155,6,BSP
5,DHRUBA KUMAR BOSE,Independent,573,1,574,0.26,155,7,I
6,SUBHENDU BARIK,Independent,1162,3,1165,0.53,155,5,I
7,NOTA,None of the Above,2043,6,2049,0.93,155,4,NOTA
1,ASHOK KUMAR DEB,All India Trinamool Congress,121401,956,122357,56.41,156,1,AITC
2,DR. TARUN KUMAR ADAK,Bharatiya Janata Party,77224,419,77643,35.8,156,2,BJP
3,BHARAT LAL DAS,Bahujan Samaj Party,922,10,932,0.43,156,6,BSP
4,SK MUJIBAR RAHAMAN,Indian National Congress,10687,122,10809,4.98,156,3,INC
5,UTTAM PAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),508,7,515,0.24,156,7,SUCOI(C)
6,KASHYAP UPADHYAY,Independent,367,4,371,0.17,156,9,I
7,BISWAJIT DAS,Independent,385,2,387,0.18,156,8,I
8,MUKUL CHANDRA JANA,Independent,1138,5,1143,0.53,156,5,I
9,NOTA,None of the Above,2726,9,2735,1.26,156,4,NOTA
1,ABDUL KHALEQUE MOLLA,All India Trinamool Congress,150792,274,151066,76.85,157,1,AITC
2,RAMJIT PRASAD,Bharatiya Janata Party,31357,105,31462,16.0,157,2,BJP
3,SAMSAD ALAM,Bahujan Samaj Party,607,2,609,0.31,157,7,BSP
4,FIROZA KHATUN,"Justice and Development Party,",308,3,311,0.16,157,10,JADP
5,NURUZAMAN MOLLA,Rashtriya Secular Majlis Party,7362,27,7389,3.76,157,3,RSMP
6,PRANATI PAUL,Amra Bangalee,825,4,829,0.42,157,5,AB
7,SABNAM BIBI,All India Minorities Front,404,5,409,0.21,157,9,AIMF
8,ANWAR RAZA,Independent,268,1,269,0.14,157,11,I
9,MD. IMTIYAZ ALAM,Independent,495,0,495,0.25,157,8,I
10,KRISHNENDU SENGUPTA,Independent,731,4,735,0.37,157,6,I
11,NOTA,None of the Above,3004,4,3008,1.53,157,4,NOTA
1,Awadh Kishore Gupta,Bharatiya Janata Party,36900,89,36989,24.26,158,2,BJP
2,Firhad Hakim,All India Trinamool Congress,105202,341,105543,69.23,158,1,AITC
3,Khan Sarfaraz,Bahujan Samaj Party,745,3,748,0.49,158,6,BSP
4,Md Mukhtar,Indian National Congress,5559,31,5590,3.67,158,3,INC
5,Manjay Kumar Roy,Janata Dal (United),174,1,175,0.11,158,9,JD(U)
6,Sk Jayed Hossain,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),180,0,180,0.12,158,8,SUCOI(C)
7,Biswajit Halder,Independent,126,0,126,0.08,158,11,I
8,Jay Prakash Shaw,Independent,164,1,165,0.11,158,10,I
9,Kalpana Chohan,Independent,427,1,428,0.28,158,7,I
10,Sanjay Dey,Independent,1139,0,1139,0.75,158,5,I
11,NOTA,None of the Above,1355,5,1360,0.89,158,4,NOTA
1,Anita Rajwar,Bahujan Samaj Party,555,9,564,0.44,159,5,BSP
2,Md. Shadab Khan,Indian National Congress,5159,52,5211,4.09,159,3,INC
3,Rudranil Ghosh,Bharatiya Janata Party,44541,245,44786,35.16,159,2,BJP
4,Sobhandeb Chattopadhyay,All India Trinamool Congress,73048,457,73505,57.71,159,1,AITC
5,Ashraf Alam,Independent,487,1,488,0.38,159,7,I
6,Bikki Rajak,Independent,282,1,283,0.22,159,8,I
7,Chandan Mallick,Independent,520,3,523,0.41,159,6,I
8,Deepak Prasad Singh,Independent,230,4,234,0.18,159,9,I
9,Narayan Das,Independent,207,5,212,0.17,159,10,I
10,NOTA,None of the Above,1563,7,1570,1.23,159,4,NOTA
1,ASHUTOSH CHATTERJEE,Indian National Congress,10156,158,10314,8.29,160,3,INC
2,DEBASISH KUMAR,All India Trinamool Congress,64838,866,65704,52.79,160,1,AITC
3,LT. GEN. (DR.) SUBRATA SAHA,Bharatiya Janata Party,43907,383,44290,35.59,160,2,BJP
4,ROMIT CHOWDHURY,National Republic Party Of India,310,11,321,0.26,160,8,NRPOI
5,SUSMITA PAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),536,10,546,0.44,160,6,SUCOI(C)
6,SWAPAN DAS,Bahujan Mukti Party,70,2,72,0.06,160,13,BMP
7,DEBASHIS NATH,Independent,121,2,123,0.1,160,11,I
8,GOPAL GHOSH,Independent,96,1,97,0.08,160,12,I
9,MUSARAT PARVEEN,Independent,131,3,134,0.11,160,10,I
10,NIRAJ AGARWAL,Independent,177,4,181,0.15,160,9,I
11,PANKAJ THAKKAR,Independent,341,1,342,0.27,160,7,I
12,PREETAM KUNDU,Independent,666,3,669,0.54,160,5,I
13,NOTA,None of the Above,1641,21,1662,1.34,160,4,NOTA
1,Dr. Fuad Halim,Communist Party of India (Marxist),8428,46,8474,5.61,161,3,CPI(M)
2,LOKENATH CHATTERJEE,Bharatiya Janata Party,31054,172,31226,20.68,161,2,BJP
3,Rajendra Ram Das,Bahujan Samaj Party,808,4,812,0.54,161,5,BSP
4,Subrata Mukherjee,All India Trinamool Congress,106223,362,106585,70.6,161,1,AITC
5,ANIRBAN SAHA,Purvanchal Mahapanchayat,538,3,541,0.36,161,8,PM
6,CHHANDA SAHA,Bharatiya Nyay-Adhikar Raksha Party,576,4,580,0.38,161,7,BNRP
7,SEKH SADIK HUSSAIN,United Socialist Party,116,2,118,0.08,161,12,USP
8,AMITAVA DUTTA,Independent,194,1,195,0.13,161,11,I
9,KAUSHIK GHOSHAL,Independent,642,1,643,0.43,161,6,I
10,SANTANU SAHA,Independent,213,0,213,0.14,161,10,I
11,ZUBIN RASHID,Independent,258,0,258,0.17,161,9,I
12,NOTA,None of the Above,1314,3,1317,0.87,161,4,NOTA
1,BANDYOPADHYAY NAYNA,All India Trinamool Congress,69702,399,70101,62.87,162,1,AITC
2,DEVDUTTA MAJI,Bharatiya Janata Party,24644,113,24757,22.2,162,2,BJP
3,SANTOSH KUMAR PATHAK,Indian National Congress,14184,82,14266,12.8,162,3,INC
4,SWAMINATH KORI,Bahujan Samaj Party,263,1,264,0.24,162,5,BSP
5,AJAY KUMAR GUPTA,Bharatiya Momin Front,74,1,75,0.07,162,12,BMF
6,ANIL KUMAR SINGH,Janata Dal (United),79,2,81,0.07,162,11,JD(U)
7,MANIKA PAUL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),201,3,204,0.18,162,6,SUCOI(C)
8,ASHISH AGARWAL,Independent,88,4,92,0.08,162,10,I
9,ISHRAT KHAN,Independent,109,0,109,0.1,162,9,I
10,SAYANTAN PATRA,Independent,162,1,163,0.15,162,8,I
11,SUMANTA BHOWMICK,Independent,169,0,169,0.15,162,7,I
12,NOTA,None of the Above,1207,5,1212,1.09,162,4,NOTA
1,Md. Fayaz,Bahujan Samaj Party,824,3,827,0.53,163,6,BSP
2,Priyanka Tibrewal,Bharatiya Janata Party,43248,204,43452,27.7,163,2,BJP
3,Swarna Kamal Saha,All India Trinamool Congress,101266,443,101709,64.83,163,1,AITC
4,Goutam Prasad,West Bengal Socialist Party,797,1,798,0.51,163,7,WBSP
5,Md. Enayetullah Ansari,All India Minorities Front,248,1,249,0.16,163,11,AIMF
6,Md. Iqbal Alam,Rashtriya Secular Majlis Party,4297,57,4354,2.78,163,3,RSMP
7,Md. Nurul Huda,Janata Dal (United),135,2,137,0.09,163,14,JD(U)
8,Swarnalata Sarkar,Bharatiya Nyay-Adhikar Raksha Party,131,1,132,0.08,163,16,BNRP
9,Arindam Roy,Independent,137,0,137,0.09,163,14,I
10,Ashok Das,Independent,155,1,156,0.1,163,13,I
11,Kundan Kumar Shaw,Independent,205,2,207,0.13,163,12,I
12,Md. Imran,Independent,349,1,350,0.22,163,10,I
13,Mousumi Roy,Independent,769,1,770,0.49,163,8,I
14,Prabir Dasgupta,Independent,1934,0,1934,1.23,163,4,I
15,Saleha Tabassum,Independent,671,0,671,0.43,163,9,I
16,NOTA,None of the Above,980,11,991,0.63,163,5,NOTA
1,ARJUN KUMAR DAS,Bahujan Samaj Party,751,6,757,0.48,164,6,BSP
2,KASHINATH BISWAS,Bharatiya Janata Party,35817,225,36042,22.74,164,2,BJP
3,PARESH PAUL,All India Trinamool Congress,102478,704,103182,65.1,164,1,AITC
4,RAJIB BISWAS,Communist Party of India (Marxist),13908,137,14045,8.86,164,3,CPI(M)
5,BAPI PAUL,Akhil Bharat Hindu Mahasabha,204,2,206,0.13,164,9,ABHM
6,TARUN KUMAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),164,4,168,0.11,164,11,SUCOI(C)
7,AVIJIT GHOSH,Independent,134,0,134,0.08,164,12,I
8,DIP SANKAR NAIYA,Independent,89,5,94,0.06,164,13,I
9,MANASH CHOWDHURY,Independent,84,2,86,0.05,164,14,I
10,RAKESH SHAW,Independent,166,11,177,0.11,164,10,I
11,SHAHAWAZ AFZAL,Independent,435,2,437,0.28,164,8,I
12,SURENDAR TEWARI,Independent,1168,0,1168,0.74,164,5,I
13,SUSOVAN DUTTA,Independent,445,1,446,0.28,164,7,I
14,NOTA,None of the Above,1559,5,1564,0.99,164,4,NOTA
1,AJMAL KHAN,Indian National Congress,4736,33,4769,4.82,165,3,INC
2,MEENA DEVI PUROHIT,Bharatiya Janata Party,39238,142,39380,39.8,165,2,BJP
3,NIRMAL KANTI SAMADDAR,Bahujan Samaj Party,411,1,412,0.42,165,5,BSP
4,VIVEK GUPTA,All India Trinamool Congress,51904,219,52123,52.67,165,1,AITC
5,BIJNAN KUMAR BERA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),405,3,408,0.41,165,6,SUCOI(C)
6,ANAND SINGH KHARWAR,Independent,96,0,96,0.1,165,10,I
7,ANIL KUMAR CHOUDHARY,Independent,94,1,95,0.1,165,11,I
8,NAWAL MONDAL,Independent,359,2,361,0.36,165,7,I
9,RANJIT KUMAR THAKUR,Independent,103,1,104,0.11,165,9,I
10,SUSHANTA GHOSH,Independent,178,1,179,0.18,165,8,I
11,NOTA,None of the Above,1024,4,1028,1.04,165,4,NOTA
1,JIBAN PRAKASH SAHA,All India Forward Bloc,10655,173,10828,10.52,166,3,AIFB
2,SANDIPAN BISWAS,Bharatiya Janata Party,33099,166,33265,32.31,166,2,BJP
3,Dr. SHASHI PANJA,All India Trinamool Congress,55184,601,55785,54.18,166,1,AITC
4,MUNNI MALI,Sajag Samaj Party,406,3,409,0.4,166,6,SSP
5,Chhaya Ghosh,Independent,119,3,122,0.12,166,10,I
6,CHINMOY BISWAS,Independent,106,4,110,0.11,166,11,I
7,DILIP DAS,Independent,49,1,50,0.05,166,13,I
8,PRAVEEN KUMAR JAIN,Independent,138,1,139,0.13,166,9,I
9,PURNIMA BANERJEE,Independent,94,0,94,0.09,166,12,I
10,SANJAY NANDI,Independent,180,6,186,0.18,166,8,I
11,SURAJIT GHOSH,Independent,639,0,639,0.62,166,5,I
12,TARKESH RAI,Independent,279,1,280,0.27,166,7,I
13,NOTA,None of the Above,1053,10,1063,1.03,166,4,NOTA
1,Ajay Prajapati,Bahujan Samaj Party,667,2,669,0.5,167,6,BSP
2,Kalyan Chaubey,Bharatiya Janata Party,47180,159,47339,35.6,167,2,BJP
3,Rupa Bagchi,Communist Party of India (Marxist),13390,123,13513,10.16,167,3,CPI(M)
4,Sadhan Pande,All India Trinamool Congress,67180,397,67577,50.82,167,1,AITC
5,Subir Das,Bahujan Mukti Party,405,3,408,0.31,167,7,BMP
6,Tarun Banerjee,Socialist Party (India),203,0,203,0.15,167,11,SP(I)
7,Bablu Dey,Independent,168,0,168,0.13,167,12,I
8,Moumita Manna,Independent,239,1,240,0.18,167,10,I
9,Nimai Nath,Independent,783,0,783,0.59,167,5,I
10,Somen Das,Independent,257,0,257,0.19,167,9,I
11,Somnath Das,Independent,390,0,390,0.29,167,8,I
12,NOTA,None of the Above,1413,7,1420,1.07,167,4,NOTA
1,Atin Ghosh,All India Trinamool Congress,75274,908,76182,56.48,168,1,AITC
2,PRATIP DASGUPTA,Communist Party of India (Marxist),14504,253,14757,10.94,168,3,CPI(M)
3,SHIO KUMAR KHATIK,Bahujan Samaj Party,532,7,539,0.4,168,5,BSP
4,Sibaji Sinha Roy,Bharatiya Janata Party,40424,368,40792,30.24,168,2,BJP
5,KUSH MAHALI,Independent,229,5,234,0.17,168,6,I
6,MD SHAKIL,Independent,137,7,144,0.11,168,10,I
7,Rajesh Kumar Das,Independent,233,1,234,0.17,168,6,I
8,SHREE NARAYAN TANDON,Independent,206,1,207,0.15,168,8,I
9,TAPAS GHOSH,Independent,206,0,206,0.15,168,9,I
10,NOTA,None of the Above,1564,13,1577,1.17,168,4,NOTA
1,DIPSITA DHAR,Communist Party of India (Marxist),21924,116,22040,17.51,169,3,CPI(M)
2,BAISHALI DALMIYA,Bharatiya Janata Party,46992,118,47110,37.43,169,2,BJP
3,RANA CHATTERJEE,All India Trinamool Congress,53223,124,53347,42.38,169,1,AITC
4,PUTUL CHOWDHURY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),442,0,442,0.35,169,6,SUCOI(C)
5,INDRANATH DAS,Independent,98,0,98,0.08,169,10,I
6,UJJWALA BISWAS,Independent,82,0,82,0.07,169,12,I
7,GOUTAM DAS,Independent,93,0,93,0.07,169,11,I
8,JITENDRA PRASAD,Independent,292,0,292,0.23,169,8,I
9,MAYA SAMANTA,Independent,171,1,172,0.14,169,9,I
10,RAJKUMAR DHANUK,Independent,586,1,587,0.47,169,5,I
11,SURYA KANTA GHOSH,Independent,404,0,404,0.32,169,7,I
12,NOTA,None of the Above,1203,2,1205,0.96,169,4,NOTA
1,UMESH RAI,Bharatiya Janata Party,65936,117,66053,44.12,170,2,BJP
2,GAUTAM CHOWDHURI,All India Trinamool Congress,71408,167,71575,47.81,170,1,AITC
3,PAWAN KUMAR SINGH,Communist Party of India (Marxist),8091,42,8133,5.43,170,3,CPI(M)
4,ASHOK KUMAR SHARMA,Hindustani Awam Morcha (Secular),250,1,251,0.17,170,7,HAM(S)
5,GANESHLAL GUPTA,National Republic Party Of India,98,0,98,0.07,170,12,NRPOI
6,RAJ KUMAR PASWAN,Bharatiya Momin Front,91,0,91,0.06,170,14,BMF
7,DHARMENDRA RAI,Independent,103,1,104,0.07,170,11,I
8,VIJAY SHAH,Independent,162,0,162,0.11,170,9,I
9,VINIT KUMAR RAI,Independent,97,0,97,0.06,170,13,I
10,SISIR SAMANTA,Independent,104,2,106,0.07,170,10,I
11,SHYAM PRASAD RAM,Independent,167,0,167,0.11,170,8,I
12,SUNIL SAU,Independent,302,0,302,0.2,170,6,I
13,SUBHASH KUMAR SINGHI,Independent,911,0,911,0.61,170,5,I
14,NOTA,None of the Above,1668,2,1670,1.12,170,4,NOTA
1,"Arup Roy, S/o Late Prabhat Roy",All India Trinamool Congress,111343,211,111554,57.16,171,1,AITC
2,Palash Bhandari,Indian National Congress,12904,38,12942,6.63,171,3,INC
3,Sanjay Singh,Bharatiya Janata Party,64885,122,65007,33.31,171,2,BJP
4,Anamika Singh,Janata Dal (United),544,1,545,0.28,171,5,JD(U)
5,Chandrakant Jaiswal,Vikas India Party,153,1,154,0.08,171,12,VIP
6,Shrirup Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),282,2,284,0.15,171,8,SUCOI(C)
7,"Arup Roy, S/o Late Gopal Roy",Independent,267,0,267,0.14,171,9,I
8,Pankoj Gar,Independent,238,1,239,0.12,171,11,I
9,Pradip Kanji,Independent,101,0,101,0.05,171,14,I
10,Babu Malick,Independent,124,1,125,0.06,171,13,I
11,Md. Nazir Alam,Independent,243,0,243,0.12,171,10,I
12,Samir Mondal,Independent,488,0,488,0.25,171,6,I
13,Subrata Mondal,Independent,460,0,460,0.24,171,7,I
14,NOTA,None of the Above,2734,1,2735,1.4,171,4,NOTA
1,Jagannath Bhattacharyya,All India Forward Bloc,24817,153,24970,13.7,172,3,AIFB
2,Manoj Tiwary,All India Trinamool Congress,92048,324,92372,50.69,172,1,AITC
3,Rathin Chakrabarty,Bharatiya Janata Party,59574,195,59769,32.8,172,2,BJP
4,Kartick Shil,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),600,1,601,0.33,172,7,SUCOI(C)
5,Anupam Sarkar,Independent,342,1,343,0.19,172,8,I
6,Abhisek Kumar Chatterjee,Independent,244,5,249,0.14,172,10,I
7,Arim Roy,Independent,186,1,187,0.1,172,11,I
8,Pritam Das,Independent,267,4,271,0.15,172,9,I
9,Rajib Bhattacharya,Independent,638,0,638,0.35,172,6,I
10,Surojit Das,Independent,905,2,907,0.5,172,5,I
11,NOTA,None of the Above,1901,11,1912,1.05,172,4,NOTA
1,NANDITA CHOWDHURY,All India Trinamool Congress,116651,188,116839,53.86,173,1,AITC
2,RANTIDEV SENGUPTA,Bharatiya Janata Party,66088,182,66270,30.55,173,2,BJP
3,SUMITRO ADHIKARY,Communist Party of India (Marxist),27168,119,27287,12.58,173,3,CPI(M)
4,AMIT KUMAR GHOSH,Janata Dal (United),654,0,654,0.3,173,6,JD(U)
5,TAPAS KUMAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),320,2,322,0.15,173,8,SUCOI(C)
6,PABITRA BISWAS,Independent,135,1,136,0.06,173,13,I
7,MAMATA BANERJEE,Independent,321,1,322,0.15,173,8,I
8,RAJESH KUMAR SINGH,Independent,170,1,171,0.08,173,11,I
9,SAJAL SARDAR,Independent,157,0,157,0.07,173,12,I
10,SAMIR BACHAR,Independent,313,0,313,0.14,173,10,I
11,SAMRAT CHATTOPADHYAY,Independent,457,1,458,0.21,173,7,I
12,SUSHANTA MONDAL,Independent,1063,0,1063,0.49,173,5,I
13,NOTA,None of the Above,2937,11,2948,1.36,173,4,NOTA
1,PROBHAKAR PANDIT,Bharatiya Janata Party,71333,128,71461,32.17,174,2,BJP
2,PRIYA PAUL,All India Trinamool Congress,111758,130,111888,50.37,174,1,AITC
3,SAMIR MALICK,Communist Party of India (Marxist),34077,67,34144,15.37,174,3,CPI(M)
4,TAPAS DOLUI,Independent,518,2,520,0.23,174,7,I
5,BIMAL KANTI NASKAR,Independent,396,0,396,0.18,174,8,I
6,BUDHEN PATRA,Independent,339,1,340,0.15,174,9,I
7,SUVOMAY KHELO,Independent,522,0,522,0.24,174,6,I
8,SAMIR SHIT,Independent,1006,0,1006,0.45,174,5,I
9,NOTA,None of the Above,1848,2,1850,0.83,174,4,NOTA
1,GULSAN MULLICK,All India Trinamool Congress,104377,195,104572,48.19,175,1,AITC
2,MOHIT LAL GHANTI,Bharatiya Janata Party,71695,126,71821,33.1,175,2,BJP
3,AMAR CHATTERJEE,Amra Bangalee,1408,3,1411,0.65,175,5,AB
4,ABDUL JALIL SK,Rashtriya Secular Majlis Party,35543,33,35576,16.39,175,3,RSMP
5,SHYAMAL MONDAL,Independent,1218,0,1218,0.56,175,6,I
6,NOTA,None of the Above,2405,6,2411,1.11,175,4,NOTA
1,PRATYUSH MANDAL,Bharatiya Janata Party,69110,290,69400,35.95,176,2,BJP
2,BIDESH RANJAN BOSE,All India Trinamool Congress,86322,204,86526,44.83,176,1,AITC
3,ANOWAR MALLICK,Indian Unity Centre,1231,2,1233,0.64,176,6,IUC
4,ABBAS UDDIN KHAN,Rashtriya Secular Majlis Party,30377,81,30458,15.78,176,3,RSMP
5,GANESH DAS,Independent,1074,1,1075,0.56,176,7,I
6,SIYABADDIN KAJI,Independent,600,1,601,0.31,176,8,I
7,SUSHANTA DOLUI,Independent,1616,1,1617,0.84,176,5,I
8,NOTA,None of the Above,2100,11,2111,1.09,176,4,NOTA
1,Ashok Dalui,Communist Party of India (Marxist),19259,33,19292,10.38,177,3,CPI(M)
2,CHIRAN BERA,Bharatiya Janata Party,70378,120,70498,37.95,177,2,BJP
3,Dr. Nirmal Maji,All India Trinamool Congress,91324,177,91501,49.25,177,1,AITC
4,Avijit Das,Independent,935,0,935,0.5,177,6,I
5,Ganesh Chandra Hazra,Independent,365,2,367,0.2,177,8,I
6,NIRAPADA PANDIT,Independent,1181,0,1181,0.64,177,5,I
7,VIBEKANANDA MONDAL,Independent,758,0,758,0.41,177,7,I
8,NOTA,None of the Above,1244,4,1248,0.67,177,4,NOTA
1,SK KUTUB UDDIN AHMED,All India Forward Bloc,21098,12,21110,10.44,178,3,AIFB
2,PAPIA DEY (ADHIKARY),Bharatiya Janata Party,73363,79,73442,36.31,178,2,BJP
3,PULAK ROY,All India Trinamool Congress,101796,84,101880,50.37,178,1,AITC
4,JAYANTA KHATUA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1165,0,1165,0.58,178,6,SUCOI(C)
5,RAM PROSAD GHORAI,Indian Unity Centre,1024,0,1024,0.51,178,7,IUC
6,AMAL KUMAR BARMAN,Independent,1314,0,1314,0.65,178,5,I
7,SUJIT MONDAL,Independent,857,0,857,0.42,178,8,I
8,NOTA,None of the Above,1473,1,1474,0.73,178,4,NOTA
1,AMITABHA CHAKRABORTI,Indian National Congress,20382,26,20408,9.2,179,3,INC
2,KALIPADA MANDAL,All India Trinamool Congress,114542,262,114804,51.74,179,1,AITC
3,TNUSREE CHAKRABORTY,Bharatiya Janata Party,83129,164,83293,37.54,179,2,BJP
4,PRADIP MANDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1001,1,1002,0.45,179,5,SUCOI(C)
5,TUSHARKANTI MAL,Independent,607,1,608,0.27,179,7,I
6,SANKAR MANDAL,Independent,632,0,632,0.28,179,6,I
7,NOTA,None of the Above,1141,1,1142,0.51,179,4,NOTA
1,Anupam Mallik,Bharatiya Janata Party,75781,141,75922,37.97,180,2,BJP
2,Arunava Sen (Raja),All India Trinamool Congress,105867,175,106042,53.04,180,1,AITC
3,Sk Bosir Ahmed,Communist Party of India (Marxist),14512,43,14555,7.28,180,3,CPI(M)
4,Pampa Sarkar Bera,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),462,2,464,0.23,180,6,SUCOI(C)
5,Ramesh Khanra,Independent,213,1,214,0.11,180,8,I
6,Subhasish Adhikary,Independent,284,0,284,0.14,180,7,I
7,Sanjit Patra,Independent,906,0,906,0.45,180,5,I
8,NOTA,None of the Above,1546,2,1548,0.77,180,4,NOTA
